"Provincias	Condición jurídica	Periodo	Total"
"26 Rioja, La	Personas físicas	2013	11.294"
"26 Rioja, La	Personas físicas	2012	11.555"
"26 Rioja, La	Personas físicas	2011	11.834"
"26 Rioja, La	Personas físicas	2010	12.154"
"26 Rioja, La	Personas físicas	2009	12.479"
"26 Rioja, La	Personas físicas	2008	13.051"
"26 Rioja, La	Personas físicas	2007	13.201"
"26 Rioja, La	Personas físicas	2006	12.789"
"26 Rioja, La	Personas físicas	2005	12.687"
"26 Rioja, La	Personas físicas	2004	12.749"
"26 Rioja, La	Personas físicas	2003	12.479"
"26 Rioja, La	Personas físicas	2002	12.364"
"26 Rioja, La	Personas físicas	2001	12.277"
"26 Rioja, La	Personas físicas	2000	12.369"
"26 Rioja, La	Personas físicas	1999	12.432"
"37 Salamanca	Total	2024	20.599"
"37 Salamanca	Total	2023	20.635"
"37 Salamanca	Total	2022	21.952"
"37 Salamanca	Total	2021	21.915"
"37 Salamanca	Total	2020	22.380"
"37 Salamanca	Total	2019	22.451"
"37 Salamanca	Total	2018	22.373"
"37 Salamanca	Total	2017	22.347"
"37 Salamanca	Total	2016	22.259"
"37 Salamanca	Total	2015	22.316"
"37 Salamanca	Total	2014	22.303"
"37 Salamanca	Total	2013	22.549"
"37 Salamanca	Total	2012	22.626"
"37 Salamanca	Total	2011	23.010"
"37 Salamanca	Total	2010	23.376"
"37 Salamanca	Total	2009	23.481"
"37 Salamanca	Total	2008	23.869"
"37 Salamanca	Total	2007	23.594"
"37 Salamanca	Total	2006	22.859"
"37 Salamanca	Total	2005	22.281"
"37 Salamanca	Total	2004	21.417"
"37 Salamanca	Total	2003	21.199"
"37 Salamanca	Total	2002	20.538"
"37 Salamanca	Total	2001	21.176"
"37 Salamanca	Total	2000	21.800"
"37 Salamanca	Total	1999	20.569"
"37 Salamanca	Sociedades anónimas	2024	192"
"37 Salamanca	Sociedades anónimas	2023	202"
"37 Salamanca	Sociedades anónimas	2022	221"
"37 Salamanca	Sociedades anónimas	2021	226"
"37 Salamanca	Sociedades anónimas	2020	230"
"37 Salamanca	Sociedades anónimas	2019	240"
"37 Salamanca	Sociedades anónimas	2018	269"
"37 Salamanca	Sociedades anónimas	2017	290"
"37 Salamanca	Sociedades anónimas	2016	302"
"37 Salamanca	Sociedades anónimas	2015	327"
"37 Salamanca	Sociedades anónimas	2014	345"
"37 Salamanca	Sociedades anónimas	2013	359"
"37 Salamanca	Sociedades anónimas	2012	380"
"37 Salamanca	Sociedades anónimas	2011	405"
"37 Salamanca	Sociedades anónimas	2010	412"
"37 Salamanca	Sociedades anónimas	2009	428"
"37 Salamanca	Sociedades anónimas	2008	453"
"37 Salamanca	Sociedades anónimas	2007	458"
"37 Salamanca	Sociedades anónimas	2006	467"
"37 Salamanca	Sociedades anónimas	2005	462"
"37 Salamanca	Sociedades anónimas	2004	461"
"37 Salamanca	Sociedades anónimas	2003	469"
"37 Salamanca	Sociedades anónimas	2002	471"
"37 Salamanca	Sociedades anónimas	2001	495"
"37 Salamanca	Sociedades anónimas	2000	503"
"37 Salamanca	Sociedades anónimas	1999	500"
"37 Salamanca	Sociedades de responsabilidad limitada	2024	6.239"
"37 Salamanca	Sociedades de responsabilidad limitada	2023	6.139"
"37 Salamanca	Sociedades de responsabilidad limitada	2022	6.559"
"37 Salamanca	Sociedades de responsabilidad limitada	2021	6.573"
"37 Salamanca	Sociedades de responsabilidad limitada	2020	6.638"
"37 Salamanca	Sociedades de responsabilidad limitada	2019	6.732"
"37 Salamanca	Sociedades de responsabilidad limitada	2018	6.812"
"37 Salamanca	Sociedades de responsabilidad limitada	2017	6.839"
"37 Salamanca	Sociedades de responsabilidad limitada	2016	6.854"
"37 Salamanca	Sociedades de responsabilidad limitada	2015	7.013"
"37 Salamanca	Sociedades de responsabilidad limitada	2014	7.063"
"37 Salamanca	Sociedades de responsabilidad limitada	2013	6.975"
"37 Salamanca	Sociedades de responsabilidad limitada	2012	6.859"
"37 Salamanca	Sociedades de responsabilidad limitada	2011	6.937"
"37 Salamanca	Sociedades de responsabilidad limitada	2010	7.035"
"37 Salamanca	Sociedades de responsabilidad limitada	2009	7.031"
"37 Salamanca	Sociedades de responsabilidad limitada	2008	7.026"
"37 Salamanca	Sociedades de responsabilidad limitada	2007	6.594"
"37 Salamanca	Sociedades de responsabilidad limitada	2006	6.112"
"37 Salamanca	Sociedades de responsabilidad limitada	2005	5.666"
"37 Salamanca	Sociedades de responsabilidad limitada	2004	5.216"
"37 Salamanca	Sociedades de responsabilidad limitada	2003	4.920"
"37 Salamanca	Sociedades de responsabilidad limitada	2002	4.587"
"37 Salamanca	Sociedades de responsabilidad limitada	2001	4.521"
"37 Salamanca	Sociedades de responsabilidad limitada	2000	4.302"
"37 Salamanca	Sociedades de responsabilidad limitada	1999	3.935"
"37 Salamanca	Sociedades colectivas	2024	0"
"37 Salamanca	Sociedades colectivas	2023	0"
"37 Salamanca	Sociedades colectivas	2022	0"
"37 Salamanca	Sociedades colectivas	2021	0"
"37 Salamanca	Sociedades colectivas	2020	0"
"37 Salamanca	Sociedades colectivas	2019	0"
"37 Salamanca	Sociedades colectivas	2018	0"
"37 Salamanca	Sociedades colectivas	2017	0"
"37 Salamanca	Sociedades colectivas	2016	1"
"37 Salamanca	Sociedades colectivas	2015	1"
"37 Salamanca	Sociedades colectivas	2014	1"
"37 Salamanca	Sociedades colectivas	2013	1"
"37 Salamanca	Sociedades colectivas	2012	1"
"37 Salamanca	Sociedades colectivas	2011	1"
"37 Salamanca	Sociedades colectivas	2010	1"
"37 Salamanca	Sociedades colectivas	2009	1"
"37 Salamanca	Sociedades colectivas	2008	2"
"37 Salamanca	Sociedades colectivas	2007	2"
"37 Salamanca	Sociedades colectivas	2006	2"
"37 Salamanca	Sociedades colectivas	2005	2"
"37 Salamanca	Sociedades colectivas	2004	2"
"37 Salamanca	Sociedades colectivas	2003	2"
"37 Salamanca	Sociedades colectivas	2002	2"
"37 Salamanca	Sociedades colectivas	2001	2"
"37 Salamanca	Sociedades colectivas	2000	3"
"37 Salamanca	Sociedades colectivas	1999	3"
"37 Salamanca	Sociedades comanditarias	2024	0"
"37 Salamanca	Sociedades comanditarias	2023	0"
"37 Salamanca	Sociedades comanditarias	2022	0"
"37 Salamanca	Sociedades comanditarias	2021	0"
"37 Salamanca	Sociedades comanditarias	2020	0"
"37 Salamanca	Sociedades comanditarias	2019	0"
"37 Salamanca	Sociedades comanditarias	2018	0"
"37 Salamanca	Sociedades comanditarias	2017	0"
"37 Salamanca	Sociedades comanditarias	2016	0"
"37 Salamanca	Sociedades comanditarias	2015	0"
"37 Salamanca	Sociedades comanditarias	2014	0"
"37 Salamanca	Sociedades comanditarias	2013	0"
"37 Salamanca	Sociedades comanditarias	2012	0"
"37 Salamanca	Sociedades comanditarias	2011	0"
"37 Salamanca	Sociedades comanditarias	2010	0"
"37 Salamanca	Sociedades comanditarias	2009	0"
"37 Salamanca	Sociedades comanditarias	2008	0"
"37 Salamanca	Sociedades comanditarias	2007	0"
"37 Salamanca	Sociedades comanditarias	2006	0"
"37 Salamanca	Sociedades comanditarias	2005	0"
"37 Salamanca	Sociedades comanditarias	2004	0"
"37 Salamanca	Sociedades comanditarias	2003	0"
"37 Salamanca	Sociedades comanditarias	2002	0"
"37 Salamanca	Sociedades comanditarias	2001	0"
"37 Salamanca	Sociedades comanditarias	2000	0"
"37 Salamanca	Sociedades comanditarias	1999	0"
"37 Salamanca	Comunidades de bienes	2024	1.255"
"37 Salamanca	Comunidades de bienes	2023	1.263"
"37 Salamanca	Comunidades de bienes	2022	1.382"
"37 Salamanca	Comunidades de bienes	2021	1.380"
"37 Salamanca	Comunidades de bienes	2020	1.403"
"37 Salamanca	Comunidades de bienes	2019	1.417"
"37 Salamanca	Comunidades de bienes	2018	1.394"
"37 Salamanca	Comunidades de bienes	2017	1.417"
"37 Salamanca	Comunidades de bienes	2016	1.460"
"37 Salamanca	Comunidades de bienes	2015	1.474"
"37 Salamanca	Comunidades de bienes	2014	1.454"
"37 Salamanca	Comunidades de bienes	2013	1.423"
"37 Salamanca	Comunidades de bienes	2012	1.523"
"37 Salamanca	Comunidades de bienes	2011	1.525"
"37 Salamanca	Comunidades de bienes	2010	1.484"
"37 Salamanca	Comunidades de bienes	2009	1.424"
"37 Salamanca	Comunidades de bienes	2008	1.397"
"37 Salamanca	Comunidades de bienes	2007	1.322"
"37 Salamanca	Comunidades de bienes	2006	1.257"
"37 Salamanca	Comunidades de bienes	2005	1.161"
"37 Salamanca	Comunidades de bienes	2004	1.084"
"37 Salamanca	Comunidades de bienes	2003	1.048"
"37 Salamanca	Comunidades de bienes	2002	999"
"37 Salamanca	Comunidades de bienes	2001	1.024"
"37 Salamanca	Comunidades de bienes	2000	1.029"
"37 Salamanca	Comunidades de bienes	1999	939"
"37 Salamanca	Sociedades cooperativas	2024	146"
"37 Salamanca	Sociedades cooperativas	2023	148"
"37 Salamanca	Sociedades cooperativas	2022	172"
"37 Salamanca	Sociedades cooperativas	2021	175"
"37 Salamanca	Sociedades cooperativas	2020	173"
"37 Salamanca	Sociedades cooperativas	2019	175"
"37 Salamanca	Sociedades cooperativas	2018	174"
"37 Salamanca	Sociedades cooperativas	2017	173"
"37 Salamanca	Sociedades cooperativas	2016	177"
"37 Salamanca	Sociedades cooperativas	2015	193"
"37 Salamanca	Sociedades cooperativas	2014	194"
"37 Salamanca	Sociedades cooperativas	2013	204"
"37 Salamanca	Sociedades cooperativas	2012	218"
"37 Salamanca	Sociedades cooperativas	2011	223"
"37 Salamanca	Sociedades cooperativas	2010	232"
"37 Salamanca	Sociedades cooperativas	2009	232"
"37 Salamanca	Sociedades cooperativas	2008	235"
"37 Salamanca	Sociedades cooperativas	2007	235"
"37 Salamanca	Sociedades cooperativas	2006	239"
"37 Salamanca	Sociedades cooperativas	2005	245"
"37 Salamanca	Sociedades cooperativas	2004	233"
"37 Salamanca	Sociedades cooperativas	2003	226"
"37 Salamanca	Sociedades cooperativas	2002	222"
"37 Salamanca	Sociedades cooperativas	2001	225"
"37 Salamanca	Sociedades cooperativas	2000	217"
"37 Salamanca	Sociedades cooperativas	1999	211"
"37 Salamanca	Asociaciones y otros tipos	2024	646"
"37 Salamanca	Asociaciones y otros tipos	2023	612"
"37 Salamanca	Asociaciones y otros tipos	2022	683"
"37 Salamanca	Asociaciones y otros tipos	2021	641"
"37 Salamanca	Asociaciones y otros tipos	2020	647"
"37 Salamanca	Asociaciones y otros tipos	2019	638"
"37 Salamanca	Asociaciones y otros tipos	2018	614"
"37 Salamanca	Asociaciones y otros tipos	2017	565"
"37 Salamanca	Asociaciones y otros tipos	2016	573"
"37 Salamanca	Asociaciones y otros tipos	2015	552"
"37 Salamanca	Asociaciones y otros tipos	2014	531"
"37 Salamanca	Asociaciones y otros tipos	2013	510"
"37 Salamanca	Asociaciones y otros tipos	2012	527"
"37 Salamanca	Asociaciones y otros tipos	2011	510"
"37 Salamanca	Asociaciones y otros tipos	2010	500"
"37 Salamanca	Asociaciones y otros tipos	2009	445"
"37 Salamanca	Asociaciones y otros tipos	2008	425"
"37 Salamanca	Asociaciones y otros tipos	2007	419"
"37 Salamanca	Asociaciones y otros tipos	2006	394"
"37 Salamanca	Asociaciones y otros tipos	2005	351"
"37 Salamanca	Asociaciones y otros tipos	2004	313"
"37 Salamanca	Asociaciones y otros tipos	2003	278"
"37 Salamanca	Asociaciones y otros tipos	2002	231"
"37 Salamanca	Asociaciones y otros tipos	2001	212"
"37 Salamanca	Asociaciones y otros tipos	2000	215"
"37 Salamanca	Asociaciones y otros tipos	1999	153"
"37 Salamanca	Organismos autónomos y otros	2024	108"
"37 Salamanca	Organismos autónomos y otros	2023	107"
"37 Salamanca	Organismos autónomos y otros	2022	114"
"37 Salamanca	Organismos autónomos y otros	2021	115"
"37 Salamanca	Organismos autónomos y otros	2020	118"
"37 Salamanca	Organismos autónomos y otros	2019	112"
"37 Salamanca	Organismos autónomos y otros	2018	114"
"37 Salamanca	Organismos autónomos y otros	2017	115"
"37 Salamanca	Organismos autónomos y otros	2016	119"
"37 Salamanca	Organismos autónomos y otros	2015	117"
"37 Salamanca	Organismos autónomos y otros	2014	116"
"37 Salamanca	Organismos autónomos y otros	2013	116"
"37 Salamanca	Organismos autónomos y otros	2012	116"
"37 Salamanca	Organismos autónomos y otros	2011	117"
"37 Salamanca	Organismos autónomos y otros	2010	114"
"37 Salamanca	Organismos autónomos y otros	2009	119"
"37 Salamanca	Organismos autónomos y otros	2008	119"
"37 Salamanca	Organismos autónomos y otros	2007	119"
"37 Salamanca	Organismos autónomos y otros	2006	120"
"37 Salamanca	Organismos autónomos y otros	2005	124"
"37 Salamanca	Organismos autónomos y otros	2004	122"
"37 Salamanca	Organismos autónomos y otros	2003	125"
"37 Salamanca	Organismos autónomos y otros	2002	91"
"37 Salamanca	Organismos autónomos y otros	2001	98"
"37 Salamanca	Organismos autónomos y otros	2000	99"
"37 Salamanca	Organismos autónomos y otros	1999	97"
"37 Salamanca	Personas físicas	2024	12.013"
"37 Salamanca	Personas físicas	2023	12.164"
"37 Salamanca	Personas físicas	2022	12.821"
"37 Salamanca	Personas físicas	2021	12.805"
"37 Salamanca	Personas físicas	2020	13.171"
"37 Salamanca	Personas físicas	2019	13.137"
"37 Salamanca	Personas físicas	2018	12.996"
"37 Salamanca	Personas físicas	2017	12.948"
"37 Salamanca	Personas físicas	2016	12.773"
"37 Salamanca	Personas físicas	2015	12.639"
"37 Salamanca	Personas físicas	2014	12.599"
"37 Salamanca	Personas físicas	2013	12.961"
"37 Salamanca	Personas físicas	2012	13.002"
"37 Salamanca	Personas físicas	2011	13.292"
"37 Salamanca	Personas físicas	2010	13.598"
"37 Salamanca	Personas físicas	2009	13.801"
"37 Salamanca	Personas físicas	2008	14.212"
"37 Salamanca	Personas físicas	2007	14.445"
"37 Salamanca	Personas físicas	2006	14.268"
"37 Salamanca	Personas físicas	2005	14.270"
"37 Salamanca	Personas físicas	2004	13.986"
"37 Salamanca	Personas físicas	2003	14.131"
"37 Salamanca	Personas físicas	2002	13.935"
"37 Salamanca	Personas físicas	2001	14.599"
"37 Salamanca	Personas físicas	2000	15.432"
"37 Salamanca	Personas físicas	1999	14.731"
"38 Santa Cruz de Tenerife	Total	2024	70.111"
"38 Santa Cruz de Tenerife	Total	2023	68.374"
"38 Santa Cruz de Tenerife	Total	2022	73.950"
"38 Santa Cruz de Tenerife	Total	2021	71.795"
"38 Santa Cruz de Tenerife	Total	2020	73.970"
"38 Santa Cruz de Tenerife	Total	2019	73.351"
"38 Santa Cruz de Tenerife	Total	2018	70.373"
"38 Santa Cruz de Tenerife	Total	2017	68.025"
"38 Santa Cruz de Tenerife	Total	2016	65.296"
"38 Santa Cruz de Tenerife	Total	2015	63.669"
"38 Santa Cruz de Tenerife	Total	2014	61.764"
"38 Santa Cruz de Tenerife	Total	2013	62.240"
"38 Santa Cruz de Tenerife	Total	2012	63.211"
"38 Santa Cruz de Tenerife	Total	2011	63.700"
"38 Santa Cruz de Tenerife	Total	2010	65.065"
"38 Santa Cruz de Tenerife	Total	2009	66.490"
"38 Santa Cruz de Tenerife	Total	2008	68.235"
"38 Santa Cruz de Tenerife	Total	2007	66.723"
"38 Santa Cruz de Tenerife	Total	2006	63.637"
"38 Santa Cruz de Tenerife	Total	2005	60.977"
"38 Santa Cruz de Tenerife	Total	2004	57.291"
"38 Santa Cruz de Tenerife	Total	2003	56.401"
"38 Santa Cruz de Tenerife	Total	2002	53.990"
"38 Santa Cruz de Tenerife	Total	2001	51.808"
"38 Santa Cruz de Tenerife	Total	2000	50.375"
"38 Santa Cruz de Tenerife	Total	1999	47.822"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2024	587"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2023	581"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2022	738"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2021	747"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2020	833"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2019	916"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2018	1.048"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2017	1.065"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2016	1.095"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2015	1.137"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2014	1.155"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2013	1.203"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2012	1.242"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2011	1.253"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2010	1.257"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2009	1.318"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2008	1.369"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2007	1.397"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2006	1.409"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2005	1.413"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2004	1.415"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2003	1.430"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2002	1.418"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2001	1.444"
"38 Santa Cruz de Tenerife	Sociedades anónimas	2000	1.469"
"38 Santa Cruz de Tenerife	Sociedades anónimas	1999	1.465"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2024	19.807"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2023	18.933"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2022	22.900"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2021	22.713"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2020	23.691"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2019	24.625"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2018	24.741"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2017	23.901"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2016	23.383"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2015	23.416"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2014	22.996"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2013	22.778"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2012	22.920"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2011	22.974"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2010	23.155"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2009	23.964"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2008	24.299"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2007	23.072"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2006	21.640"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2005	19.944"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2004	18.122"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2003	16.876"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2002	15.392"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2001	13.863"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	2000	12.493"
"38 Santa Cruz de Tenerife	Sociedades de responsabilidad limitada	1999	10.931"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2024	2"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2023	1"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2022	1"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2021	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2020	2"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2019	2"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2018	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2017	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2016	2"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2015	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2014	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2013	4"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2012	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2011	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2010	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2009	2"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2008	2"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2007	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2006	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2005	2"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2004	3"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2003	2"
"38 Santa Cruz de Tenerife	Sociedades colectivas	2002	2"
